Serial number,LOCATION,VISUAL.1,VISUAL.2,VISUAL.3,VISUAL.4,VISUAL.5,VISUAL.6,VISUAL.7,VISUAL.8,VISUAL.9,VISUAL.10,VISUAL.11,VISUAL.12,VISUAL.13,VISUAL.14,VISUAL.15,VISUAL.16,VISUAL.AMOUNT,AUDITORIAL.1,AUDITORIAL.2,AUDITORIAL.3,AUDITORIAL.4,AUDITORIAL.5,AUDITORIAL.6,AUDITORIAL.7,AUDITORIAL.8,AUDITORIAL.9,AUDITORIAL.10,AUDITORIAL.11,AUDITORIAL.12,AUDITORIAL.13,AUDITORIAL.14,AUDITORIAL.15,AUDITORIAL.16,AUDITORIAL.AMOUNT,KINESTHETIC.1,KINESTHETIC.2,KINESTHETIC.3,KINESTHETIC.4,KINESTHETIC.5,KINESTHETIC.6,KINESTHETIC.7,KINESTHETIC.8,KINESTHETIC.9,KINESTHETIC.10,KINESTHETIC.11,KINESTHETIC.12,KINESTHETIC.13,KINESTHETIC.14,KINESTHETIC.15,KINESTHETIC.16,KINESTHETIC.AMOUNT,FINAL,FINAL KLUE
657,BANTUL DISTRICT,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,5,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,6,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,7,A,1
658,BANTUL DISTRICT,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,7,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,9,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,10,A,1
659,BANTUL DISTRICT,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,9,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,7,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,7,V,2
660,BANTUL DISTRICT,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,8,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,9,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,7,K,3
661,BANTUL DISTRICT,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,11,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,9,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,13,V,2
662,BANTUL DISTRICT,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,9,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,8,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,10,V,2
663,BANTUL DISTRICT,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,9,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,8,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,10,V,2
664,BANTUL DISTRICT,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,7,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,9,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,9,A,1
665,BANTUL DISTRICT,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,9,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,8,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,12,K,3
666,BANTUL DISTRICT,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,10,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,7,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,8,V,2
667,BANTUL DISTRICT,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,8,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,6,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,8,V,2
668,BANTUL DISTRICT,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,9,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,10,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,7,K,3
669,BANTUL DISTRICT,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,8,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,9,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,11,K,3
670,BANTUL DISTRICT,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,11,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,10,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,5,K,3
671,BANTUL DISTRICT,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,8,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,11,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,8,A,1
672,BANTUL DISTRICT,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,9,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,6,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,10,V,2
673,BANTUL DISTRICT,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,9,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,8,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,10,V,2
674,BANTUL DISTRICT,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,9,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,8,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,9,V,2
675,BANTUL DISTRICT,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,8,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,7,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,9,V,2
676,BANTUL DISTRICT,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,9,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,5,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,7,V,2
677,BANTUL DISTRICT,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,10,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,9,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,8,K,3
678,BANTUL DISTRICT,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,11,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,8,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,11,V,2
679,BANTUL DISTRICT,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,9,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,9,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,8,K,3
680,BANTUL DISTRICT,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,7,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,7,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,9,K,3
681,BANTUL DISTRICT,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,10,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,9,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,9,V,2
682,BANTUL DISTRICT,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,9,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,6,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,10,V,2
683,BANTUL DISTRICT,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,8,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,9,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,8,A,1
684,BANTUL DISTRICT,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,9,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,7,A,1
685,BANTUL DISTRICT,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,7,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,9,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,10,A,1
686,BANTUL DISTRICT,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,11,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,5,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,10,V,2
687,BANTUL DISTRICT,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,10,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,9,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,8,K,3
688,BANTUL DISTRICT,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,6,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,6,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,8,K,3
689,BANTUL DISTRICT,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,9,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,8,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,10,V,2
690,BANTUL DISTRICT,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,9,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,8,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,8,V,2
691,BANTUL DISTRICT,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,10,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,6,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,7,V,2
692,BANTUL DISTRICT,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,8,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,7,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,10,K,3
693,BANTUL DISTRICT,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,10,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,9,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,11,V,2
694,BANTUL DISTRICT,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,7,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,9,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,10,A,1
695,BANTUL DISTRICT,1,0,1,0,0,1,0,1,0,1,,0,1,0,0,1,7,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,8,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,10,K,3
696,BANTUL DISTRICT,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,7,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,7,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,7,K,3
697,BANTUL DISTRICT,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,9,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,7,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,9,V,2
698,BANTUL DISTRICT,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,10,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,8,V,2
699,BANTUL DISTRICT,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,7,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,7,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,10,K,3
700,BANTUL DISTRICT,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,9,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,7,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,9,V,2
701,KULONPROGO DISTRICT,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,11,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,8,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,9,V,2
702,KULONPROGO DISTRICT,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,9,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,8,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,8,V,2
703,KULONPROGO DISTRICT,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,5,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,8,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,9,A,1
704,KULONPROGO DISTRICT,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,11,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,5,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,6,V,2
705,KULONPROGO DISTRICT,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,6,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,7,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,7,A,1
706,KULONPROGO DISTRICT,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,8,V,2
707,KULONPROGO DISTRICT,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,8,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,8,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,8,K,3
708,KULONPROGO DISTRICT,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,12,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,6,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,6,V,2
709,KULONPROGO DISTRICT,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,9,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,9,V,2
710,KULONPROGO DISTRICT,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,6,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,6,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,10,K,3
711,KULONPROGO DISTRICT,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,8,0,1,1,,1,1,0,1,0,1,0,0,0,1,1,1,9,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,5,K,3
712,KULONPROGO DISTRICT,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,9,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,8,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,9,V,2
713,KULONPROGO DISTRICT,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,7,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,8,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,9,A,1
714,KULONPROGO DISTRICT,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,8,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,6,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,7,V,2
715,KULONPROGO DISTRICT,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,10,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,10,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,9,K,3
716,KULONPROGO DISTRICT,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,7,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,8,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,5,K,3
717,KULONPROGO DISTRICT,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,5,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,11,V,2
718,KULONPROGO DISTRICT,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,8,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,4,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,9,V,2
719,KULONPROGO DISTRICT,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,10,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,6,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,6,V,2
720,KULONPROGO DISTRICT,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,10,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,5,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,7,V,2
721,KULONPROGO DISTRICT,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,4,1,1,0,1,,1,1,1,1,0,1,1,0,1,0,0,10,V,2
722,KULONPROGO DISTRICT,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,7,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,5,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,9,V,2
723,KULONPROGO DISTRICT,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,8,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,8,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,9,K,3
724,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,9,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,8,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,11,K,3
725,KULONPROGO DISTRICT,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,9,0,1,0,0,1,0,0,0,1,0,,1,1,0,0,0,5,1,1,0,,0,1,1,0,1,0,1,1,1,1,0,0,9,V,2
726,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,10,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,5,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,8,V,2
727,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,9,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,7,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,9,V,2
728,KULONPROGO DISTRICT,1,0,1,0,1,1,1,0,0,1,,1,0,,0,1,8,0,0,0,0,,0,0,0,,1,,1,,1,0,0,3,1,1,1,1,,0,0,1,1,0,1,1,0,0,1,1,10,V,2
729,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,9,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,8,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,9,V,2
730,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,9,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,7,V,2
731,KULONPROGO DISTRICT,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,9,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,8,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,5,K,3
732,KULONPROGO DISTRICT,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,8,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,8,1,1,1,1,0,1,,1,1,0,0,1,0,0,0,0,8,K,3
733,KULONPROGO DISTRICT,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,5,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,6,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,10,K,3
734,KULONPROGO DISTRICT,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,10,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,6,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,8,V,2
735,KULONPROGO DISTRICT,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,6,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,7,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,5,K,3
736,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,8,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,6,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,12,K,3
737,KULONPROGO DISTRICT,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,6,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,8,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,7,A,1
738,KULONPROGO DISTRICT,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,8,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,9,A,1
739,KULONPROGO DISTRICT,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,7,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,7,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,8,K,3
740,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,8,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,7,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,9,V,2
741,KULONPROGO DISTRICT,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,9,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,8,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,9,V,2
742,KULONPROGO DISTRICT,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,10,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,9,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,5,K,3
743,KULONPROGO DISTRICT,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,6,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,10,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,12,A,1
744,KULONPROGO DISTRICT,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,9,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,10,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,10,A,1
745,KULONPROGO DISTRICT,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,11,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,9,A,1
746,KULONPROGO DISTRICT,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,5,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,7,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,14,K,3
747,KULONPROGO DISTRICT,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,5,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,7,V,2
748,KULONPROGO DISTRICT,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,7,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,11,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,8,A,1
749,KULONPROGO DISTRICT,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,5,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,9,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,6,A,1
750,KULONPROGO DISTRICT,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,11,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,6,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,7,V,2
751,KULONPROGO DISTRICT,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,7,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,8,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,8,A,1
752,KULONPROGO DISTRICT,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,9,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,6,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,8,V,2
753,KULONPROGO DISTRICT,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,8,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,6,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,7,V,2
754,KULONPROGO DISTRICT,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,6,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,6,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,7,K,3
755,KULONPROGO DISTRICT,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,8,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,7,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,8,V,2
756,KULONPROGO DISTRICT,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,8,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,9,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,8,A,1
757,KULONPROGO DISTRICT,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,8,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,9,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,8,A,1
758,KULONPROGO DISTRICT,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,12,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,8,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,9,V,2
759,KULONPROGO DISTRICT,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,6,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,6,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,10,K,3
760,KULONPROGO DISTRICT,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,5,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,7,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,11,K,3
761,KULONPROGO DISTRICT,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,7,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,9,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,8,A,1
762,KULONPROGO DISTRICT,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,12,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,V,2
763,KULONPROGO DISTRICT,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,10,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,7,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,6,V,2
764,KULONPROGO DISTRICT,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,10,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,8,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,7,V,2
765,KULONPROGO DISTRICT,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,12,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,7,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,11,V,2
766,KULONPROGO DISTRICT,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,4,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,7,V,2
767,KULONPROGO DISTRICT,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,9,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,8,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,7,K,3
